dates,ids,names,monthly_listeners,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,playlists_found,feat_track_ids
2024-04-24,5y8tKLUfMvliMe8IKamR32,d4vd,27773723.0,77,2482099,bedroom pop,2022,2024,20,1,Chill Pop,"6BQPRUFGHsgtNYJxuwhktR, 6BQPRUFGHsgtNYJxuwhktR"
2024-04-24,5zCtihKT8IsDqVS5WBbqHD,kai,25026.0,24,1780,korean musicals,2000,2024,20,2,Korean OSTs,"7n8CUH5iMozYbk1v9NYH2C, 7n8CUH5iMozYbk1v9NYH2C"
2024-04-24,5zVu34ozw0BzXIcNHqkO0u,liana flores,5075000.0,63,372545,pov: indie,2018,2024,5,6,Chill Pop,"51Grh1RyUDcMBbpuyUIUHI, 51Grh1RyUDcMBbpuyUIUHI"
2024-04-24,5zkf2Na8DKKJmtWX5Xrx3m,suho,270430.0,44,1291042,k-pop,2016,2022,12,2,Korean OSTs,"6teSHHpARTCv729Vrn4vSv, 6teSHHpARTCv729Vrn4vSv"
2024-04-24,60k4atxgEIMFz4DWHp0le1,braxton cook,218642.0,41,49706,"indie jazz, indie soul, neo r&b, uk contemporary jazz",2015,2024,20,1,Next Wave Soul,"7mxvuhXGwCU8qmTuQR5rcg, 7mxvuhXGwCU8qmTuQR5rcg"
2024-04-24,61HFuOrTUb63I9b11WdnqL,queen of jeans,8234.0,20,7582,"bubblegrunge, diy emo, philly indie",2016,2024,14,6,Fresh Finds Rock ,"3LPdRRMTSeZ0FdjmpOnfKB, 3LPdRRMTSeZ0FdjmpOnfKB"
2024-04-24,61S5H9Lxn1PDUvu1TV0kCX,knox,1306964.0,54,103786,singer-songwriter pop,2021,2024,15,1,Singled Out,"7rOk84mV0kJ0H9wsBDDDUY, 7rOk84mV0kJ0H9wsBDDDUY"
2024-04-24,63XBtGSEZINSyXylZxEUbv,victoria monét,8754658.0,67,1026454,"alternative r&b, r&b",2015,2023,20,1,v o K a l,"1o8Z7GD1CeOaVBEyuzu4HO, 1o8Z7GD1CeOaVBEyuzu4HO"
2024-04-24,63vaeIIBKIe9zT91EORVbr,mormor,236925.0,38,114692,canadian contemporary r&b,2018,2022,13,1,late night vibes,"5dXSZacyn5kvZHrXZ3rFsL, 5dXSZacyn5kvZHrXZ3rFsL"
2024-04-24,64jfAecBriamQmMs0WAKtj,hynn,224205.0,40,38106,"k-pop ballad, korean pop",2021,2024,20,2,Korean OSTs,"2XMxzKKoSN88CuyywFpltL, 2XMxzKKoSN88CuyywFpltL"
2024-04-24,64sY7LsUjNE3ifONkftTXC,adoy,234051.0,42,160511,"k-indie, korean city pop, korean dream pop, korean electropop, korean indie rock",2017,2023,10,6,Indie Korea (인디 코리아),"7fNr8S80vvOJtr0G186BBh, 7fNr8S80vvOJtr0G186BBh"
2024-04-24,65dGLGjkw3UbddUg2GKQoZ,badbadnotgood,3848942.0,61,754086,"canadian modern jazz, indie soul",2014,2024,20,1,Next Wave Soul,"0MzrzzeC7IvFk1J9DFdu4d, 37d6wINGgXhG8r95A13M4i, 0MzrzzeC7IvFk1J9DFdu4d, 37d6wINGgXhG8r95A13M4i"
2024-04-24,662lI9CXPZ0a6ou4CkLr0G,graham,3670124.0,64,183357,singer-songwriter pop,2023,2024,20,1,Singled Out,"6Hl0P7o00Hmqjdf1X0W9rw, 6Hl0P7o00Hmqjdf1X0W9rw"
2024-04-24,66W9LaWS0DPdL7Sz8iYGYe,jp saxe,7277955.0,62,504370,"alt z, canadian contemporary r&b, singer-songwriter pop",2021,2024,20,1,Warm Fuzzy Feeling,"2kJwzbxV2ppxnQoYw4GLBZ, 2kJwzbxV2ppxnQoYw4GLBZ"
2024-04-24,66ihevNkSYNzRAl44dx6jJ,carin leon,31781165.0,83,11095030,"corrido, musica mexicana, sad sierreno, sierreno",2018,2024,20,1,Chill Pop,"74XgsdImAXUs6VDcmYqbDl, 74XgsdImAXUs6VDcmYqbDl"
2024-04-24,66o7kKRzYuVjtmQo4acAkR,jaïnda,8846.0,15,499, contemporary ,2023,2023,5,1,Next Wave Soul,"7dSu6dQ8dQikkGSq0ZEj3f, 7dSu6dQ8dQikkGSq0ZEj3f"
2024-04-24,66rDbD3tWR3M1uNuIaDAGx,jgrrey,377841.0,42,75936,"alternative r&b, uk contemporary r&b",2018,2023,20,1,late night vibes,"0GgfKdAhFLXfmE2fxjkAsC, 0GgfKdAhFLXfmE2fxjkAsC"
2024-04-24,67IWlRdLy3UcfY3q968euj,gemini,821726.0,53,252707,korean r&b,2020,2023,17,2,Korean OSTs,"3ibqggc2Vnb0PHRggh2Wbf, 3ibqggc2Vnb0PHRggh2Wbf"
2024-04-24,68KmkJeZGfwe1OUaivBa2L,ateez,3550383.0,70,3842806,"k-pop, k-pop boy group",2019,2024,20,3,Hallyu Boy Bands,"2KoeSRTm9cRulYnkaEyUaP, 5KyOUICJIvO0z71MBdPGiX, 0tYZo2UhV1lrUez5CA0Iyw, 2KoeSRTm9cRulYnkaEyUaP, 5KyOUICJIvO0z71MBdPGiX, 0tYZo2UhV1lrUez5CA0Iyw"
2024-04-24,68ym0sOo7MazZxScbm1wtI,vibe,75920.0,31,33264,korean pop,2002,2022,20,1,v o K a l,"5mwZ597mJSZ4MtO0EtxWBE, 5mwZ597mJSZ4MtO0EtxWBE"
2024-04-24,69K447yK7IW0NCZGEh79e1,han dong geun,94019.0,34,60204,"k-pop ballad, korean pop",2017,2024,20,2,v o K a l,"37dkyQQNJLaqk09kkNr7In, 37dkyQQNJLaqk09kkNr7In"
2024-04-24,69bG9tC62d8oTFC9aTTosn,new west,14148318.0,68,395360,toronto indie,2019,2024,14,6,Chill Pop,"6Cg8d5DzpKHGci9SPk8JeL, 50x1Ic8CaXkYNvjmxe3WXy, 6Cg8d5DzpKHGci9SPk8JeL, 50x1Ic8CaXkYNvjmxe3WXy"
2024-04-24,69qhRLDvsWJOhWGXXQ0lQQ,helado negro,439740.0,46,133832,"art pop, deep latin alternative, experimental pop",2009,2024,20,1,late night vibes,"5ivI4ndsDzRgUpxfTlziPZ, 5ivI4ndsDzRgUpxfTlziPZ"
2024-04-24,6BH1xcDkwbbyrLMUKECsW1,toosii,4713619.0,63,1735696,north carolina hip hop,2017,2024,20,6,Chill Pop,"6n7RTeAGfJxmW5DlyWNGJZ, 6n7RTeAGfJxmW5DlyWNGJZ"
2024-04-24,6DoH7ywD5BcQvjloe9OcIj,ray lamontagne,3672312.0,60,1012792,"acoustic pop, indie folk, neo mellow, stomp and holler",2004,2023,20,5,Warm Fuzzy Feeling,"1U1GtaJeYwGsPgqV9Me5bb, 1U1GtaJeYwGsPgqV9Me5bb"
2024-04-24,6FK6uP46ntwU9gaQQxTlDV,jeebanoff,197918.0,39,153688,korean r&b,2016,2024,19,9,Korean OSTs,"5etL1HnenGPok82iWKWWn1, 5etL1HnenGPok82iWKWWn1"
2024-04-24,6GEykX11lQqp92UVOQQCC7,dj premier,4109707.0,62,280527,"east coast hip hop, instrumental hip hop, jazz boom bap, turntablism",2008,2024,20,1,Singled Out,"4LDx21eeTurv7b1slX4rFl, 4LDx21eeTurv7b1slX4rFl"
2024-04-24,6Gk5hoM7eW8NSCYhICMDHw,zak abel,3885999.0,58,159628,"uk contemporary r&b, uk pop",2015,2024,20,3,Singled Out,"4QfikoJtCEiOj7G5R9m3sP, 4QfikoJtCEiOj7G5R9m3sP"
2024-04-24,6HQYnRM4OzToCYPpVBInuU,kamasi washington,1558151.0,52,450450,"afrofuturism, contemporary jazz, indie soul, jazz, jazz saxophone",2015,2024,13,1,Next Wave Soul,"0IT1pmbYjQjoU0IUMVZ6XU, 0IT1pmbYjQjoU0IUMVZ6XU"
2024-04-24,6HaGTQPmzraVmaVxvz6EUc,jung kook,26476044.0,84,13958542,k-pop,2022,2023,20,1,Hallyu Boy Bands,"0rKWJnmo6Q0ovoPOLoLm0t, 0rKWJnmo6Q0ovoPOLoLm0t"
2024-04-24,6I6dO1Ytvcv32R1uzP5oZD,metteson,60788.0,36,11073,"norwegian indie, norwegian pop",2019,2024,15,1,GLOW,"4j8jFsBRbQMjJ88pjo4nvd, 4j8jFsBRbQMjJ88pjo4nvd"
2024-04-24,6JL8zeS1NmiOftqZTRgdTz,meghan trainor,28695110.0,75,14772274,"hip pop, pop",2015,2024,20,4,Warm Fuzzy Feeling,"2YlZnw2ikdb837oKMKjBkW, 2YlZnw2ikdb837oKMKjBkW"
2024-04-24,6JcD2YKEhgimweLpUI0NEw,kučka,280903.0,47,45525,electra,2015,2024,20,1,GLOW,"7h3SmdSMPWiqeMJdX1YKLO, 7h3SmdSMPWiqeMJdX1YKLO"
2024-04-24,6KImCVD70vtIoJWnq6nGn3,harry styles,57481704.0,82,31811676,pop,2017,2022,4,2,Warm Fuzzy Feeling,"3jjujdWJ72nww5eGnfs2E7, 2IOFZdYYkFxEHVz1w34PoL, 3jjujdWJ72nww5eGnfs2E7, 2IOFZdYYkFxEHVz1w34PoL"
2024-04-24,6LihBQjVynXpEaT3Oe2oof,milly,53049.0,25,10633,"american shoegaze, dreamo",2019,2024,17,1,Fresh Finds Rock ,"7IoSvKuWY2AYDLbfBl3S3d, 7IoSvKuWY2AYDLbfBl3S3d"
2024-04-24,6LpPPlGAVJAaNqsp8n4vyu,ana macho,22414.0,21,6299,rap boricua,2020,2024,14,1,GLOW,"6IIc7LQm8bcshVRbZvMvJ5, 6IIc7LQm8bcshVRbZvMvJ5"
2024-04-24,6LuN9FCkKOj5PcnpouEgny,khalid,53104339.0,81,16070168,"pop, pop r&b",2017,2024,20,1,Chill Pop,"7jEpRsSusmGqKFISucMnV7, 7jEpRsSusmGqKFISucMnV7"
2024-04-24,6NdzNrBP8Jbhzp6h7yojht,cheeze,366660.0,43,140084,"k-pop, korean pop",2013,2023,20,2,Indie Korea (인디 코리아),"4v1WbXCkegXLnHTXPe7yzx, 4v1WbXCkegXLnHTXPe7yzx"
2024-04-24,6O4EGCCb6DoIiR6B1QCQgp,toro y moi,1495945.0,58,755958,"chillwave, hypnagogic pop, indie soul, indietronica",2010,2023,20,5,late night vibes,"2twsYPcDYxW85W9nVMrWAt, 2twsYPcDYxW85W9nVMrWAt"
2024-04-24,6OkqAt7MtIDPOadHr1gEkz,matt hartke,592122.0,43,14146,pop folk,2020,2024,20,1,Warm Fuzzy Feeling,"1Mk9ou2m6hsEZJYuNRJFpO, 1Mk9ou2m6hsEZJYuNRJFpO"
2024-04-24,6OwKE9Ez6ALxpTaKcT5ayv,akmu,2869989.0,59,1626556,k-pop,2012,2023,18,1,v o K a l,"6qkx0tenDglbF21CU4wa1k, 4Cgct9Vlype9cYZFW2wSnk, 6qkx0tenDglbF21CU4wa1k, 4Cgct9Vlype9cYZFW2wSnk"
2024-04-24,6P5NO5hzJbuOqSdyPB7SJM,ashe,11623683.0,66,1560874,alt z,2020,2022,20,1,Chill Pop,"2769RhOZs0ezRncRW1vryp, 2769RhOZs0ezRncRW1vryp, 2769RhOZs0ezRncRW1vryp, 2769RhOZs0ezRncRW1vryp"
2024-04-24,6QzMY3tnu0m56eKUnr4uCF,alfie templeman,1225798.0,51,160692,modern alternative pop,2019,2024,20,4,Singled Out,"0qVkhLbM5Y3ef73wirigiQ, 0qVkhLbM5Y3ef73wirigiQ"
2024-04-24,6S4fsREHT1NEjTb3lYD2pG,thornapple,40849.0,36,30926,"k-indie, korean indie rock, korean shoegaze",2013,2023,6,5,Indie Korea (인디 코리아),"7ophvrIUAHSbf0uCEb5TzB, 7ophvrIUAHSbf0uCEb5TzB"
2024-04-24,6Ts5nm6bMuPIqKy1fZRE8l,we hate you please die,11030.0,19,4950,french garage rock,2018,2024,6,1,Fresh Finds Rock ,"3Ir78IJjPU3eODC44pzlnf, 3Ir78IJjPU3eODC44pzlnf"
2024-04-24,6TvjXbopXg71XRM9OZWqUc,arin ray,901762.0,51,317486,alternative r&b,2016,2023,15,6,Next Wave Soul,"0IT1pmbYjQjoU0IUMVZ6XU, 0IT1pmbYjQjoU0IUMVZ6XU"
2024-04-24,6Tyzp9KzpiZ04DABQoedps,little dragon,1526999.0,57,682026,"art pop, chillwave, downtempo, electronica, gothenburg indie, indie soul, indietronica, neo-synthpop, swedish electropop, swedish synthpop, trip hop",2007,2023,20,1,late night vibes,"0oF0OIjGA5DGl7WkyHjSXz, 6vuGONUpoMGw36V5ihXglV, 0oF0OIjGA5DGl7WkyHjSXz, 6vuGONUpoMGw36V5ihXglV"
2024-04-24,6UZk0TOb0uZ1JWa3BW81FQ,bellah,1098856.0,49,40010,"alternative r&b, indie r&b",2019,2024,20,1,Next Wave Soul,"6tDTnxaq8fHXZ63uiseNRH, 6tDTnxaq8fHXZ63uiseNRH"
2024-04-24,6Uug3azJYNwnLkO82CTTY2,seo eunkwang,37957.0,28,45612,korean pop,2014,2024,16,1,Korean OSTs,"4y1AEJFXM6RLwAe9EBBaFq, 4y1AEJFXM6RLwAe9EBBaFq"
2024-04-24,6WY7D3jk8zTrHtmkqqo5GI,maren morris,12098440.0,67,795176,"classic texas country, contemporary country",2017,2024,20,1,Warm Fuzzy Feeling,"1ZIKpMTRPqhwAoVXWY3tXI, 1ZIKpMTRPqhwAoVXWY3tXI"
2024-04-24,6WeDO4GynFmK4OxwkBzMW8,the black skirts,1322722.0,53,361293,"k-indie, k-rock, korean dream pop, korean indie rock",2009,2022,15,2,Indie Korea (인디 코리아),"3PyWBHnx6G5uUpeSjbmp6m, 3PyWBHnx6G5uUpeSjbmp6m"
2024-04-24,6Z4JcgqrqgysyHIPRtDIHo,baby rose,1062916.0,51,75687,alternative r&b,2018,2024,15,1,Next Wave Soul,"0MzrzzeC7IvFk1J9DFdu4d, 0MzrzzeC7IvFk1J9DFdu4d"
2024-04-24,6ZHfuZhV3q15jxpOY8S1m6,balancing act,42376.0,25,2799,britpop revival,2022,2024,8,1,Fresh Finds Rock ,"35JhEm6WDM1MZmhi9hHbTp, 35JhEm6WDM1MZmhi9hHbTp"
2024-04-24,6a3Mfrn2XBR1DfPg1QGa1d,standing egg,345656.0,42,184658,"k-indie, korean pop",2010,2024,20,2,Korean OSTs,"0grAbqXDOJDerhzeYB4wy3, 7un5FM27KmkEMpsPQ2T062, 0grAbqXDOJDerhzeYB4wy3, 7un5FM27KmkEMpsPQ2T062"
2024-04-24,6aLdhHUqgdKE86xbtNmY8g,crush,3134093.0,63,1176103,"k-pop, korean r&b",2014,2024,20,1,Korean OSTs,"0UaaFmF3xUwMjnuAHBq7qL, 0JL7DoEqAUcOntWmBuOSdh, 0UaaFmF3xUwMjnuAHBq7qL, 0JL7DoEqAUcOntWmBuOSdh"
2024-04-24,6aZyMrc4doVtZyKNilOmwu,colbie caillat,8630555.0,65,2474159,"dance pop, neo mellow, pop",2007,2023,20,1,Warm Fuzzy Feeling,"0IktbUcnAGrvD03AWnz3Q8, 0rFOs9paloAvEtzwDX1Kmc, 0IktbUcnAGrvD03AWnz3Q8, 0rFOs9paloAvEtzwDX1Kmc"
2024-04-24,6bDWAcdtVR3WHz2xtiIPUi,fujii kaze,8408978.0,71,3147724,japanese teen pop,2019,2024,20,1,Warm Fuzzy Feeling,"0HYAsQwJIO6FLqpyTeD3l6, 0HYAsQwJIO6FLqpyTeD3l6"
2024-04-24,6cEuCEZu7PAE9ZSzLLc2oQ,r3hab,20386831.0,73,2508141,"dutch house, edm, electro house, pop dance, progressive electro house, slap house",2017,2024,20,1,Singled Out,"2ivDc5gzHTuDJKQaTgfsXo, 2ivDc5gzHTuDJKQaTgfsXo"
2024-04-24,6dhfy4ByARPJdPtMyrUYJK,yerin baek,968651.0,54,625116,korean pop,2015,2023,15,6,v o K a l,"07o59OvDiUuVpAbGNntwCy, 07o59OvDiUuVpAbGNntwCy"
2024-04-24,6dn6x1XOng3LOAnfTjUn77,aj mitchell,1961417.0,53,903558,"alt z, singer-songwriter pop, teen pop",2019,2024,20,1,Chill Pop,"42aQ6rmccKofpjfWgEkJoo, 42aQ6rmccKofpjfWgEkJoo"
2024-04-24,6eLqAV3aTYejiXgejCe3ME,puzzled panther,3227.0,9,660, punk ,2023,2024,3,1,Fresh Finds Rock ,"47HiAgcGRUbjmgwK3g8XoN, 47HiAgcGRUbjmgwK3g8XoN"
2024-04-24,6eUKZXaKkcviH0Ku9w2n3V,ed sheeran,68753137.0,85,113661420,"pop, singer-songwriter pop, uk pop",2011,2023,20,1,Warm Fuzzy Feeling,"1HNkqx9Ahdgi1Ixy2xkKkL, 34gCuhDGsG4bRPIf9bb02f, 0E4Y1XIbs8GrAT1YqVy6dq, 0Tel1fmuCxEFV6wBLXsEdk, 4IQkfUsrwXol38VV3U7t7T, 1HbcclMpw0q2WDWpdGCKdS, 1HNkqx9Ahdgi1Ixy2xkKkL, 34gCuhDGsG4bRPIf9bb02f, 0E4Y1XIbs8GrAT1YqVy6dq, 0Tel1fmuCxEFV6wBLXsEdk, 4IQkfUsrwXol38VV3U7t7T, 1HbcclMpw0q2WDWpdGCKdS"
2024-04-24,6grXi1oBW9ayoP4FTt4r2Z,mergui,368753.0,43,186688,israeli pop,2022,2024,9,2,Chill Pop,"0L3MTnYNbfbaJIoeKAzTAq, 0L3MTnYNbfbaJIoeKAzTAq"
2024-04-24,6iVo62B0bdTknRcrktCmak,kai,2615383.0,58,1447632,k-pop,2020,2023,4,6,Hallyu Boy Bands,"3WUyu94psXrYV6HZbXgcFA, 3WUyu94psXrYV6HZbXgcFA"
2024-04-24,6iWuBN32BqCJAeXW6o3nil,cautious clay,1550582.0,53,279826,"indie r&b, nyc pop",2017,2023,20,4,late night vibes,"2yyM5THIv0BU4Jo1twbXaL, 2yyM5THIv0BU4Jo1twbXaL"
2024-04-24,6jJ0s89eD6GaHleKKya26X,katy perry,56879360.0,82,32666833,pop,2008,2023,20,6,Warm Fuzzy Feeling,"5jx8tCxiO0uIbo2uNia23K, 5jx8tCxiO0uIbo2uNia23K"
2024-04-24,6k4r73Wq8nhkCDoUsECL1e,melomance,985884.0,49,275867,"k-pop, korean pop",2018,2023,20,1,Korean OSTs,"5JWY6YpiWNxlyH5zI6KNcY, 0vEy6yAnaRKNub6ReRIRhO, 2X45nVBeYzmDlrXji9Av0Q, 5eO04wLeM487N9qhPHPPoB, 4SQH8x0PnOqEWWgbAlXIXJ, 5SGoHeqHhU62drrUO1QoyA, 5JWY6YpiWNxlyH5zI6KNcY, 0vEy6yAnaRKNub6ReRIRhO, 2X45nVBeYzmDlrXji9Av0Q, 5eO04wLeM487N9qhPHPPoB, 4SQH8x0PnOqEWWgbAlXIXJ, 5SGoHeqHhU62drrUO1QoyA"
2024-04-24,6lHO1eGthNnos9KP2BH0cG,puma blue,559066.0,48,249677,"bedroom pop, uk contemporary r&b",2017,2023,20,5,late night vibes,"0VnhfWkFlzs7ozbMC2ms5n, 0VnhfWkFlzs7ozbMC2ms5n"
2024-04-24,6lQAyngCdU9GIs33U8jqlJ,melts,8857.0,19,3208,"dublin indie, irish post-punk",2021,2024,11,1,Fresh Finds Rock ,"7d1pcl6R0xnBAli8Xp5w3m, 7d1pcl6R0xnBAli8Xp5w3m"
2024-04-24,6mM9a86Nrw0y7f9MaJGbpU,giolì & assia,487073.0,47,192840, pop ,2018,2024,20,5,GLOW,"4o2c5swMPdirnnahplyswy, 4o2c5swMPdirnnahplyswy"
2024-04-24,6mb1RaofmS4hb1JhSZ19PY,rooftop sailors,5455.0,15,1530,swiss alternative rock,2017,2024,20,5,Fresh Finds Rock ,"12Mq4Eyx5vcagSHvhXxCsx, 12Mq4Eyx5vcagSHvhXxCsx"
2024-04-24,6nxWCVXbOlEVRexSbLsTer,flume,12494817.0,69,2430248,"australian dance, australian electropop, australian indie, downtempo, edm, indietronica",2012,2024,20,1,GLOW,"7h3SmdSMPWiqeMJdX1YKLO, 7h3SmdSMPWiqeMJdX1YKLO"
2024-04-24,6pCq758EGVhfbiUIeuHTcf,les imprimés,119484.0,34,6696," hip hop , pop ",2021,2023,3,1,late night vibes,"1NsUICf9ugoSbpyue5qcDh, 1NsUICf9ugoSbpyue5qcDh"
2024-04-24,6pU8o91xAS0aWNjj06nQSU,kassy,302592.0,43,92118,"k-pop, korean pop",2020,2024,20,5,Korean OSTs,"6bIRmXWqSlnZJR9kG0GfsW, 017eGASA1dbhQOb942TuQx, 78ArztlRnP0iatNE9GJNJB, 6bIRmXWqSlnZJR9kG0GfsW, 017eGASA1dbhQOb942TuQx, 78ArztlRnP0iatNE9GJNJB"
2024-04-24,6qGkLCMQkNGOJ079iEcC5k,ben platt,3024479.0,59,491992,show tunes,2019,2024,20,1,Chill Pop,"0tjVLOoRskePkqXGyP43Y5, 0tjVLOoRskePkqXGyP43Y5"
2024-04-24,6qgnBH6iDM91ipVXv28OMu,kaytranada,5929825.0,66,1402384,"alternative r&b, escape room, indie soul, lgbtq+ hip hop",2016,2023,20,1,GLOW,"0A3MUy6ifDxog1zfy4m7de, 0A3MUy6ifDxog1zfy4m7de"
2024-04-24,6qvVoPGEqNCyYSjYCgfV1v,choi yu ree,580342.0,48,44123,korean singer-songwriter,2021,2024,20,1,Korean OSTs,"5GWgui5m1Uvn5zTuuKKTDA, 7lNskvQuQ4fxtXpAa3I7nt, 33xRp6ZX1DKraRFHR9ZDck, 5GWgui5m1Uvn5zTuuKKTDA, 7lNskvQuQ4fxtXpAa3I7nt, 33xRp6ZX1DKraRFHR9ZDck"
2024-04-24,6sHCvZe1PHrOAuYlwTLNH4,gus dapperton,1458892.0,56,494152,"bedroom pop, indie poptimism, pov: indie",2019,2024,20,1,Chill Pop,"5Nr2cbWCipKDW3zPe63g7h, 5Nr2cbWCipKDW3zPe63g7h"
2024-04-24,6tRT8DibGiNSkXViROkIBn,girl and girl,60622.0,29,6255," rock , pop ",2019,2024,15,1,Fresh Finds Rock ,"7iGlDU6mQEOoGGSXHS4Zdy, 7iGlDU6mQEOoGGSXHS4Zdy"
2024-04-24,6tzRZ39aZlNqlUzQlkuhDV,pabllo vittar,3757992.0,68,4120873,"dance pop, funk carioca, funk pop, pop lgbtq+ brasileira, pop nacional",2017,2024,20,3,GLOW,"5YDyubwvYmgXR0mWjL8dXF, 5YDyubwvYmgXR0mWjL8dXF"
2024-04-24,6u3PN3PCsWLGsw1OffKQ2F,lou val,209901.0,37,57540,canadian contemporary r&b,2018,2023,18,1,late night vibes,"1JTUU1q0ilxfcsqAQKh9Lm, 12LTyzzKTuGJ7877d9UvJp, 1JTUU1q0ilxfcsqAQKh9Lm, 12LTyzzKTuGJ7877d9UvJp"
2024-04-24,6udveWUgX4vu75FF0DTrXV,taeyang,4013938.0,60,1362619,"k-pop, korean r&b",2008,2023,15,6,Hallyu Boy Bands,"0oJRiblEiQgTg2hRfnacIt, 14XLUySagFhP9KoqOTg5ka, 0oJRiblEiQgTg2hRfnacIt, 14XLUySagFhP9KoqOTg5ka"
2024-04-24,6uwvfnsp74AHafIT1vxAG3,somoh,68285.0,36,7610," indie , rock ",2021,2024,9,1,GLOW,"74HpGJEl1eGyK16eOYiQFN, 7FrZRHCFpS6aCLrgmGEd2f, 74HpGJEl1eGyK16eOYiQFN, 7FrZRHCFpS6aCLrgmGEd2f"
2024-04-24,6vWDO969PvNqNYHIOW5v0m,beyoncé,77660275.0,89,37130628,"pop, r&b",2003,2024,20,1,Chill Pop,"6Y4rniIxibegzsg8cdWAWV, 2UDARQiksl207HcSduDpov, 2UDARQiksl207HcSduDpov, 6Y4rniIxibegzsg8cdWAWV, 2UDARQiksl207HcSduDpov, 2UDARQiksl207HcSduDpov"
2024-04-24,6xvpfMjWTougrRRtK7iikz,mason ramsey,1474314.0,52,204411,"contemporary country, country",2018,2024,11,6,Chill Pop,"6ymafuSC9VWoGRPquZkQKV, 6ymafuSC9VWoGRPquZkQKV"
2024-04-24,6y8XlgIV8BLlIg1tT1R10i,old dominion,8548407.0,67,1496518,"contemporary country, country, country road, modern country rock",2015,2023,20,1,Warm Fuzzy Feeling,"7cA3PnUQDlUyBBwpRozQeo, 7cA3PnUQDlUyBBwpRozQeo"
2024-04-24,6zLBxLdl60ekBLpawtT63I,cody johnson,9555147.0,73,1229337,"classic texas country, contemporary country, modern country pop",2009,2024,20,2,Warm Fuzzy Feeling,"5DQU4Fmdx7Hs7pwtcZMSTK, 5DQU4Fmdx7Hs7pwtcZMSTK"
2024-04-24,6zTIxEXFWjoNu2VXauDITb,junggigo,848160.0,47,104968,korean r&b,2009,2024,20,1,Korean OSTs,"1UCIegzDnHhiMmjNB2BLml, 3I13LUlIE4ou7Ene2qkjOY, 3IrVcKEjHyqcqBUPz9ppjy, 1UCIegzDnHhiMmjNB2BLml, 3I13LUlIE4ou7Ene2qkjOY, 3IrVcKEjHyqcqBUPz9ppjy"
2024-04-24,6zfPiJgoaqNPHsW3fsUlBN,lee suhyun,269416.0,42,142261,korean ost,2015,2023,11,1,Indie Korea (인디 코리아),"2bPHxBNkKpnehnmEBYuW9n, 2bPHxBNkKpnehnmEBYuW9n"
2024-04-24,6zn0ihyAApAYV51zpXxdEp,10cm,1818158.0,59,584108,korean pop,2011,2024,20,2,Korean OSTs,"7nxoUuqcsDfv3PsPGeciWy, 551Lg3Jo8w4aP0gBmgf3qQ, 2OBjhcoVFNLwt3lcW8IJPb, 6fPdsA80GQ6SwfCC1sO7Y9, 5fI0JERjR9jDo8JFLS2KyI, 775S83AMYbQc8SYteOktTL, 2bPHxBNkKpnehnmEBYuW9n, 5fI0JERjR9jDo8JFLS2KyI, 7nxoUuqcsDfv3PsPGeciWy, 551Lg3Jo8w4aP0gBmgf3qQ, 2OBjhcoVFNLwt3lcW8IJPb, 6fPdsA80GQ6SwfCC1sO7Y9, 5fI0JERjR9jDo8JFLS2KyI, 775S83AMYbQc8SYteOktTL, 2bPHxBNkKpnehnmEBYuW9n, 5fI0JERjR9jDo8JFLS2KyI"
2024-04-24,70BYFdaZbEKbeauJ670ysI,shinedown,6605074.0,68,4028705,"alternative metal, nu metal, post-grunge",2003,2024,20,1,Chill Pop,"7xOB82ELg70RoIM3mMTkt4, 7xOB82ELg70RoIM3mMTkt4"
2024-04-24,70LuGDrcHRTN0dQJoLN7rf,alex sampson,447202.0,46,121365,singer-songwriter pop,2020,2024,20,1,Chill Pop,"6tqSQ7LWVgmVyf41tFAqHV, 6tqSQ7LWVgmVyf41tFAqHV"
2024-04-24,70NcAr4ZtA3FAqU16iQZSb,dhruv,7124528.0,63,617531,nyc pop,2019,2024,9,1,Chill Pop,"3CLIHcG3QkhN69YEPFc2ZM, 3CLIHcG3QkhN69YEPFc2ZM"
2024-04-24,70gP6Ry4Uo0Yx6uzPIdaiJ,bas,9059161.0,68,565108,"queens hip hop, rap, sudanese hip hop, sudanese pop, underground hip hop",2014,2023,20,1,late night vibes,"5C9anXz5T3PY3A5YkH66cn, 5C9anXz5T3PY3A5YkH66cn"
2024-04-24,70kkdajctXSbqSMJbQO424,kacey musgraves,26216486.0,77,1390496,"classic texas country, contemporary country, country dawn",2013,2024,20,3,Chill Pop,"2rLq6QIfooAKsF8UZuoLsS, 5P8EHRl1ANXNPEqiy0JoH1, 58pTPJPBjw1xL9OcLcQczU, 79qxwHypONUt3AFq0WPpT9, 4vIiVs5JoNfqqRi5o7jAIb, 2rLq6QIfooAKsF8UZuoLsS, 5P8EHRl1ANXNPEqiy0JoH1, 58pTPJPBjw1xL9OcLcQczU, 79qxwHypONUt3AFq0WPpT9, 4vIiVs5JoNfqqRi5o7jAIb"
2024-04-24,71JjZRW0sCWpF1EuaS9TQA,1415,287620.0,42,63813,k-indie,2017,2023,17,5,Indie Korea (인디 코리아),"7xLlRiRccn2fWHibTO2Ta1, 2psNTcUeXlI5vBt0zgehpw, 7xLlRiRccn2fWHibTO2Ta1, 2psNTcUeXlI5vBt0zgehpw"
