ids,names,popularity,markets,artists,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,count,dates,playlists_found
0XMl0fVTh3PyPlwyJTn33n,Be Someone (feat. Ray X Ben),62.0,185.0,"2uGKgNuq7MnKksXiSO6HjB, 2qvWyc9Z0oHK156P65vH4d, 1s4B6fb9iNflnlOFKIn5q9",2022-02-18,166005.0,0.0961,0.679,0.722,1.41e-05,0.653,-8.453,0.212,120.121,0.394,2.0,1.0,4.0,2.0,"2024-04-26, 2024-04-12",Summer House 2024
5cBz1eRdiLpTVcKBZkHnul,ILYAF (I love you always forever),47.0,185.0,"2EfG2EoT8GFJrMiilbTVl2, 5fyDppLDl1juIu1BcUT5zh",2023-02-03,166091.0,0.388,0.733,0.855,1.15e-06,0.141,-4.951,0.0528,111.958,0.163,0.0,1.0,4.0,2.0,"2024-04-26, 2024-04-12",Heart Beats
4nn9lfpQkBUxZCAf6OZDfD,Where tf Did I Park My Car,41.0,185.0,5WJCUSIw2Td5IEfa3LXCo9,2024-03-15,167660.0,0.00105,0.377,0.917,0.000208,0.754,-2.664,0.174,171.766,0.592,4.0,1.0,4.0,2.0,"2024-04-26, 2024-04-12",New Noise
0T9qmOvid82TeLi4ZyyA9D,Mine To Love,60.0,185.0,7zaRAbRhvbrGObP8CjdTsr,2023-03-03,222232.0,0.164,0.692,0.633,0.00203,0.124,-8.513,0.16,120.069,0.0938,7.0,0.0,4.0,2.0,"2024-04-26, 2024-04-12",Deep House Relax
1VhD0FPDYqFhqRJVguVAJe,Something Stronger,70.0,185.0,"3CYrfsHEf7AZRlKUvzTnpA, 3bUHVz55uXLTtxggKQyXIO, 3JOvRLynmP4mA6dvlWARoA",2023-03-17,127530.0,0.045,0.686,0.828,0.00311,0.0909,-6.116,0.0341,124.025,0.211,7.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12","Summer House 2024, Heart Beats, UK House Music"
0CuZB4QJyWWlblKMxN7nTK,A Drone Opting Out Of The Hive,39.0,185.0,6qtECqesbU29iftyeWmldK,2023-09-29,201068.0,0.00066,0.377,0.843,0.0,0.436,-6.411,0.331,87.821,0.339,6.0,1.0,4.0,2.0,"2024-04-26, 2024-04-12",Kickass Metal
780be5fB7823aHG06mwTat,Baianá,79.0,179.0,3MyFDtqB80WZvbtCZRsekM,2020-10-09,180842.0,0.000754,0.587,0.722,0.668,0.543,-6.983,0.0709,121.964,0.466,2.0,0.0,4.0,2.0,"2024-04-26, 2024-04-12","Happy Beats, Summer House 2024"
37WgviAL9YLn5HHCCFZLmd,Always Wanna Talk,39.0,183.0,"7o7mC95EDbJKTcPAAs8C3r, 6409kgOB4tZEkNZci6BiUs",2024-03-15,171058.0,0.00624,0.465,0.933,0.559,0.11,-1.248,0.347,187.857,0.178,5.0,0.0,4.0,2.0,"2024-04-26, 2024-04-12",Dubstep Don
2RRW47cZhJO0GS7QMtMB6x,Boostade Egon,18.0,185.0,5ZFPmKZWWyfhwTLTDwqZgd,2018-10-12,68638.0,1.01e-05,0.268,0.875,0.0,0.129,-4.425,0.187,192.409,0.677,4.0,1.0,4.0,2.0,"2024-04-26, 2024-04-12",Svensk Punk
2qtEMFFGe7hODRfTLjkRLl,Give Me,44.0,182.0,"1OmOdgwIzub8DYPxQYbbbi, 5eKqhPrKad0J9xGAtq3rW7",2024-02-02,177500.0,0.00254,0.676,0.815,0.0,0.0881,-7.841,0.0564,130.008,0.267,4.0,0.0,4.0,2.0,"2024-04-26, 2024-04-12",Housewerk
6ziO7ZwGmUCjnUTDru2Ioq,THE DRIFTER,31.0,185.0,4Kf9ZowsOBySwBkaUNh2ut,2024-03-29,194685.0,0.00165,0.538,0.929,0.779,0.122,-1.502,0.105,142.919,0.0747,5.0,1.0,4.0,2.0,"2024-04-26, 2024-04-12",Dubstep Don
7EroGeDg1uteOaQ45Ftfiz,I Remember - John Summit Remix,60.0,180.0,"2CIMQHirSU0MQqyYHq0eOx, 6TQj5BFPooTa08A7pk8AQ1, 7kNqXtgeIwFtelmRjWv205",2023-07-07,240000.0,0.00616,0.531,0.855,0.482,0.191,-6.722,0.0335,126.018,0.117,7.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12","Deep House Relax, Heart Beats"
1SETgPENHVzsWoD9g79LYI,Alive (feat. The Moth & The Flame),54.0,185.0,"2avRYQUWQpIkzJOEkf0MdY, 2CIMQHirSU0MQqyYHq0eOx, 6TQj5BFPooTa08A7pk8AQ1, 6Fk18HpdnXUsKWpN9mPb9R",2022-10-11,308709.0,0.0778,0.653,0.886,0.236,0.126,-8.237,0.0685,124.004,0.0638,9.0,0.0,4.0,4.0,"2024-04-26, 2024-04-12, 2024-04-05","Deep House Relax, Heart Beats, Night Rider"
3JG1pGENyNtrVyPd1VPhN4,Still Fall,52.0,183.0,4bL2B6hmLlMWnUEZnorEtG,2023-12-01,209102.0,0.0417,0.621,0.748,0.000209,0.086,-5.574,0.0385,140.01,0.124,1.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-05","Happy Beats, Daily Lift"
6I7nESv5d9zf9DcEA9I25u,New Fires,51.0,185.0,"3tSvlEzeDnVbQJBTkIA6nO, 0VbDAlm2KUlKI5UhXRBKWp",2022-09-30,251591.0,0.346,0.712,0.569,0.492,0.0794,-10.819,0.0348,116.016,0.241,6.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-05",Deep House Relax
76YXmewvHFse7tBeOTtSx3,Sacrifice,59.0,185.0,"6TQj5BFPooTa08A7pk8AQ1, 2CIMQHirSU0MQqyYHq0eOx, 586uxXMyD5ObPuzjtrzO1Q, 2avRYQUWQpIkzJOEkf0MdY",2023-02-17,279692.0,0.00385,0.667,0.956,0.0184,0.303,-5.563,0.287,129.991,0.17,6.0,1.0,4.0,4.0,"2024-04-26, 2024-04-12, 2024-04-05","Deep House Relax, Heart Beats, Night Rider"
7eUalfb6XYFlpM8LvHmsJD,Veneno,59.0,185.0,"586uxXMyD5ObPuzjtrzO1Q, 07FaEsHIaVZAFFHvNElpbQ, 5XWPfS0p9Ow7IfTrlQhxhw",2023-11-10,143253.0,0.137,0.699,0.883,0.0181,0.279,-4.991,0.0707,120.038,0.511,6.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-05",Summer House 2024
0OHyE7d3EfGT6jIDVRN4Qn,Skip,61.0,185.0,"6hyMWrxGBsOx6sWcVj1DqP, 4FqPRilb0Ja0TKG3RS3y4s",2024-02-23,151520.0,0.0406,0.696,0.973,0.0193,0.142,-6.022,0.122,132.0,0.428,7.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-05","mint, Nasty Bits"
5rWcCmqVjQpmmhbOpZ65aN,Vertigo,43.0,182.0,"0FVj4JuzTyudaXAwfqDQ20, 5mU7ohKXRejACFS8eZIixp, 7emuTCeEe2djrY4K1fcKAZ",2022-11-18,189102.0,0.021,0.638,0.929,0.211,0.232,-5.586,0.0505,125.019,0.423,7.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-05","New Dance Pop, Night Rider"
5Bw4Yuk88dpRkFdiVSoJ7M,Friend Of Mine,50.0,183.0,"6Jbyd4qzEtbFtswZP1o6Ht, 7zaRAbRhvbrGObP8CjdTsr",2024-01-19,213333.0,0.00161,0.583,0.838,0.221,0.0954,-8.029,0.0364,126.006,0.353,2.0,1.0,4.0,4.0,"2024-04-26, 2024-04-12, 2024-04-05","Deep House Relax, Night Rider"
5BxC04q61icn0SHinQCBeR,Dead To Me,57.0,183.0,0hAd6zwEgt9ILuMDY1prcI,2023-12-01,229040.0,0.000877,0.584,0.875,0.0,0.105,-5.538,0.0786,170.018,0.346,4.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-05",VOLUME
5y1kheWw8d3DHl8bv5aEE8,Mustang,64.0,183.0,2qk9voo8llSGYcZ6xrBzKx,2024-02-22,194731.0,0.0759,0.539,0.833,8.85e-05,0.207,-3.8,0.0352,140.008,0.434,9.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-05","Indie Shuffle, VOLUME"
5smCFXppZRreSX0Bl0jqTC,Good Luck And God,42.0,183.0,4EZVvQwjbt64lridujx2Da,2023-12-08,171458.0,0.146,0.511,0.75,0.00365,0.121,-5.933,0.0282,129.905,0.504,2.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-05",Country by the Grace of God
7hkfa38BwJQfjsWeN3ssep,Sonimo,49.0,185.0,"6QdTv5ondFNAz1tdwVy3gP, 4dQG1cEezr8XaQg8rFKuBi",2023-04-18,128640.0,0.851,0.825,0.446,0.839,0.0854,-7.371,0.0686,141.992,0.625,9.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-05",Jazz Vibes
1DKLLuYIHZsI2uqrT1WjRZ,Glad You Did,57.0,185.0,4xnihxcoXWK3UqryOSnbw5,2024-04-05,191613.0,0.808,0.708,0.256,1.4e-05,0.109,-10.976,0.0339,120.857,0.336,4.0,1.0,4.0,4.0,"2024-04-26, 2024-04-12, 2024-04-05, 2024-04-24","New Music Friday, Chill Pop, Folk Pop"
1Ao1Q1gDv36N3nfa0ZlnXc,Me Again,57.0,185.0,4xnihxcoXWK3UqryOSnbw5,2024-03-15,149333.0,0.878,0.363,0.141,0.0,0.0991,-15.064,0.0409,79.341,0.218,7.0,1.0,3.0,4.0,"2024-04-26, 2024-04-12, 2024-04-05, 2024-04-24","New Music Friday, Chill Pop, Folk Pop"
01rjAeNJdwdlcezdaszvHz,FALLEN,39.0,185.0,"1t65YxEAtU3iii6bCzSGF8, 25DnzR3jtrD8StkyyRCvHR",2023-09-01,232173.0,0.00125,0.456,0.981,0.0349,0.143,-4.994,0.0602,138.031,0.0968,2.0,1.0,4.0,4.0,"2024-04-26, 2024-04-12, 2024-04-05, 2024-05-03",Trance Mission
5KDKk7wE5VB4bXELIPO6Yn,Love Will Save Me - CamelPhat Remix,51.0,185.0,"50Lr1puweM1hFsF1LpIZLM, 240wlM8vDrf6S4zCyzGj2W, 2KjAo6wVc9d2WcxdxSArpV",2024-03-22,231074.0,0.017,0.604,0.723,0.17,0.36,-7.676,0.0279,121.002,0.0706,5.0,0.0,4.0,4.0,"2024-04-26, 2024-04-12, 2024-04-05, 2024-05-03",Deep House Relax
30nygP64gBZqbLoWC72vNq,One Last Call,59.0,185.0,"5tDjiBYUsTqzd0RkTZxK7u, 4nknUpUYu4baxWwkunq81Z",2023-10-11,256859.0,0.351,0.461,0.868,0.777,0.246,-10.24,0.0611,123.99,0.0302,5.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-10",Heart Beats
3UgUOY2mFLBueoiDuhC4m8,Breathe,54.0,183.0,"5mOO1KIfKb5HY8ieKjG9Qf, 3Ise3P2bsbX7Fd5N8zc1oD",2024-02-16,177920.0,0.243,0.647,0.846,0.00161,0.119,-6.837,0.0517,128.005,0.134,10.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-10",Heart Beats
2pHTtI2tvEjGJvwJyDyCpy,Other Side,55.0,184.0,"45eNHdiiabvmbp4erw26rg, 4LZ4De2MoO3lP6QaNCfvcu, 5ujrA1eZLDHR7yQ6FZa2qA",2023-04-28,211592.0,0.512,0.537,0.753,0.000244,0.3,-3.351,0.082,81.929,0.331,1.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-10",Heart Beats
0Oqc0kKFsQ6MhFOLBNZIGX,Doin' Time,81.0,184.0,00FQb4jTyendYWaN8pK0wa,2019-08-30,202192.0,0.404,0.641,0.559,0.00402,0.0937,-11.132,0.0355,144.982,0.523,7.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-13","Lorem, Sun Kissed, Good Vibes"
1aOKOAnj6s8JOgxCEKx4OP,50/50 (Moneybagg Yo),56.0,183.0,"3tJoFztHeIJkJWMrx0td2f, 3rO1KMi81CCLjSjkImNtrA",2023-09-29,128009.0,0.0111,0.825,0.727,0.0,0.14,-4.533,0.3,150.035,0.681,11.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-16",No Cap
1U1GtaJeYwGsPgqV9Me5bb,Hold You in My Arms,60.0,143.0,6DoH7ywD5BcQvjloe9OcIj,2004-08-15,306200.0,0.149,0.504,0.321,0.000107,0.147,-13.807,0.0316,170.134,0.577,7.0,1.0,3.0,4.0,"2024-04-26, 2024-04-12, 2024-04-23, 2024-04-24","Totally Stress Free, Warm Fuzzy Feeling, Indigo"
7gHhebSuMPZrHaFU830ly5,Nothing Sweeter,54.0,185.0,27WVFBOddxovimxMmBN4fb,2024-01-18,265386.0,0.902,0.584,0.201,0.0,0.106,-9.416,0.0304,88.008,0.405,7.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-24","Summer Vibes, Next Wave Soul"
1Hy1jI7ASTAmT94a7Vt7ea,Miss you,40.0,185.0,"1QfEfvB62EEl4upf2ANKkR, 0ukgrNYk51TkMQr0f2Br4Q",2024-02-15,213106.0,0.188,0.721,0.542,0.000666,0.106,-9.359,0.0455,90.013,0.644,6.0,0.0,3.0,4.0,"2024-04-26, 2024-04-12, 2024-04-24","Next Wave Soul, Cardio"
6jmc9xnc6QdM5x2Uj04T6m,RASTA PASTA (ft. Masego),53.0,185.0,"7za6M9P94wuMsOVCHopTsI, 3ycxRkcZ67ALN3GQJ57Vig",2024-02-14,250769.0,0.703,0.611,0.383,0.000132,0.103,-11.771,0.118,78.018,0.415,9.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-24","Next Wave Soul, Hot Rhythmic"
3kZC0ZmFWrEHdUCmUqlvgZ,I Will Follow You into the Dark,66.0,1.0,0YrtvWJMgSdVrk3SfNjTbx,2005-08-29,189186.0,0.924,0.517,0.206,0.0,0.118,-12.233,0.0421,80.401,0.489,5.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-24",Warm Fuzzy Feeling
3HPJLLqf4qdKm6xbXiW979,Eating out,44.0,185.0,"1QfEfvB62EEl4upf2ANKkR, 7cIx4IDh0zLqXBxuNSqFNq",2024-01-18,173369.0,0.499,0.752,0.663,0.0,0.164,-5.34,0.177,94.949,0.56,8.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-24",Next Wave Soul
4RYsLFK1VLPtrwipmcAWoo,My Phone Can Die,40.0,185.0,"5XJa2DE4NkXH5m4aHzM0i9, 1vaQ6v3pOFxAIrFoPrAcom, 5ooSG9S0glqP5ZrqqaHBvT",2023-05-19,179508.0,0.221,0.63,0.432,9e-05,0.103,-7.071,0.0369,122.119,0.339,6.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-04-24",Next Wave Soul
2lLx6KEtmUDvRi4iWQyqRV,Go To Bed Sober,57.0,185.0,"7lDVEkjIURPMyUYwoQRrpw, 4xnihxcoXWK3UqryOSnbw5",2024-04-12,182926.0,0.787,0.686,0.534,0.000178,0.104,-7.767,0.0886,131.805,0.458,8.0,1.0,4.0,4.0,"2024-04-26, 2024-04-12, 2024-04-24, 2024-04-16","New Music Friday, Chill Pop, Singled Out"
51rPRW8NjxZoWPPjnRGzHw,Tadow,81.0,184.0,"3ycxRkcZ67ALN3GQJ57Vig, 2FwDTncULUnmANIh7qKa5z",2018-09-07,301893.0,0.669,0.704,0.487,8.64e-05,0.111,-6.407,0.0604,121.726,0.313,9.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Hot Rhythmic
3Y5iyIB6OVvhybwGoE9mGv,On My Line,39.0,185.0,"6ocDQwCTkVro3cmejcF1DH, 682SntJ7VKoFfssPfDAmDZ",2023-11-24,202462.0,0.0436,0.86,0.882,0.41,0.0284,-4.947,0.125,133.997,0.751,10.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Shuffle Syndrome
68CdFrdUAV9PssCcdw8osM,In My Mind,54.0,182.0,"5ENS85nZShljwNgg4wFD7D, 5B9q1NRokzWYB7nSgnlHyv, 5mU7ohKXRejACFS8eZIixp",2024-03-22,189318.0,0.0266,0.62,0.911,0.189,0.374,-6.183,0.194,132.001,0.344,5.0,0.0,4.0,4.0,"2024-04-26, 2024-04-12, 2024-05-03","Cardio, Night Rider"
0COch7JwRyW0c7N8eZTC5w,Shibuya,37.0,185.0,"3oLY5NvzasiNds27QLs9Pa, 5SzAFM0ggBrOpcnzkr3U5Q",2024-04-02,158896.0,0.00138,0.562,0.931,0.163,0.134,-3.892,0.0973,145.127,0.0447,9.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Dubstep Don
0VnfaVKFyKNQGm9Sk7RrOX,Laserbeam - Sullivan King Remix,43.0,185.0,"2K9qsrYnsu1EWt7ZQkkuXb, 1CXuuw8HJhyN80HlNzvL1e",2022-10-21,226400.0,0.000203,0.424,0.99,0.213,0.295,-1.697,0.207,149.98,0.0587,3.0,0.0,4.0,4.0,"2024-04-26, 2024-04-12, 2024-05-03","Hype, mint, Dubstep Don"
3Ps8bLGciHq6leNN1kUHUJ,HARNESS,39.0,185.0,"50uPj85gZxHFuFOlNBnnr5, 1SlTeYo2NYg93bGqlQYkwE",2024-04-05,270206.0,0.0198,0.563,0.916,0.0713,0.36,-2.63,0.0942,148.021,0.509,8.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03","Happy Beats, creamy"
2jFgHxHTzbI3ma02ppPoXz,Morning Comes,55.0,185.0,"4EREP1nDxGjXE6V4sOuUy8, 4yzrGOiPCcssfpKBT0bnHR",2023-07-07,201923.0,0.147,0.669,0.954,0.305,0.13,-6.188,0.0439,129.984,0.585,11.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03","Tech House Operator, Night Rider"
55035XjXsvjMUWCcHSEVJH,Someone's Gonna Love Ya,50.0,185.0,"30B2OY2t19A6zCXGFUNlGB, 5iNrZmtVMtYev5M9yoWpEq",2024-04-05,178125.0,0.416,0.622,0.891,0.0,0.19,-3.669,0.0523,112.001,0.632,5.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",New Dance Pop
3D71o5wgyMshda5rzaBa1d,Blackout Betty,47.0,184.0,371jpyGdoChzUASOIG2ECV,2023-09-08,241533.0,0.0106,0.475,0.637,0.0106,0.0821,-4.885,0.0423,158.004,0.3,7.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Country Rocks
5nzkugYDvjKKGeXC6kD94W,Codename: Reckless,51.0,185.0,"5FKchcZpQOkqFvXBj1aCvb, 1CXuuw8HJhyN80HlNzvL1e",2024-01-05,162619.0,0.000105,0.336,0.999,0.0576,0.874,1.827,0.326,145.388,0.0624,5.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03","Hype, Dubstep Don"
7FR7CofCQiuyt75srjwhER,Made For This,38.0,184.0,371jpyGdoChzUASOIG2ECV,2023-07-07,223693.0,0.0165,0.691,0.952,7.26e-06,0.166,-2.58,0.0488,129.984,0.916,2.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Country Rocks
34NcElWmekutGStNPk3oeZ,Stolen,35.0,185.0,"6OO0PboZcIWUWL7j2IyeoL, 4Xe7UmOgczT2GMm5uK8Axu",2024-04-05,204309.0,0.000741,0.602,0.956,0.385,0.11,-6.562,0.041,122.002,0.0431,7.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Trance Mission
2J2CcT3UwIq79wQvCCGtqR,Nothing Else Matters,48.0,183.0,"4pwXiI7Z5ZStkgKowZyoKi, 5B9q1NRokzWYB7nSgnlHyv, 7mFinREzAQwsneN5JaboIr",2024-02-09,211428.0,0.00651,0.626,0.905,0.871,0.234,-8.425,0.0689,126.018,0.068,8.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03","Cardio, Night Rider"
2npMfTDQAwY1Jga13HS01O,Riot,43.0,185.0,"1CXuuw8HJhyN80HlNzvL1e, 2fNr4ldujwq97v1jWeqs8K",2023-03-17,165857.0,0.000656,0.522,0.992,0.206,0.336,-0.045,0.158,139.985,0.0711,2.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03","Hype, Dubstep Don"
2THiSfWbMGD9l2g2Ircxga,ALL GAS,53.0,185.0,"5Rc75vGFBWZPgL7EXb4k89, 1p6CdzJRoicjRcSdWoB9Qc",2023-06-02,169915.0,0.00388,0.519,0.83,2.65e-06,0.313,-5.321,0.0479,178.525,0.683,0.0,1.0,3.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Country Rocks
5qRuChjkQXnOP5FuOax8JL,Spiderwebs,34.0,185.0,6ytGxUYeXamODJwiXuZvjO,2024-03-14,158213.0,0.0257,0.578,0.7,0.0,0.304,-6.758,0.0546,99.969,0.663,1.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Contemporary Blend
5bu8p495FPdRySYSptdny2,Goin For Broke,64.0,185.0,0ChjBYedhZTQnWZWQYg15U,2023-06-16,202789.0,0.0398,0.499,0.688,4.68e-06,0.108,-4.576,0.0313,130.112,0.358,8.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Country Rocks
3jiccoy5e5npYDj8yVr5g1,Dragging Me Down,47.0,185.0,"78u21hh7csceByaxzd7pbh, 37FPXnVFHhkzmJPfym2ZOK, 19k8AgwwTSxeaxkOuCQEJs",2023-08-25,198591.0,0.0309,0.529,0.94,0.0,0.341,-3.449,0.0774,141.944,0.595,8.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Country Rocks
3Z4RvoEgCtreDHrk4i4S0F,GOATED,38.0,184.0,"6qbCuiHIWsiQxNhqXgc7mz, 6DVipHzYsPlIoA0DW8Gmns",2024-04-11,175120.0,0.00363,0.695,0.798,0.0,0.139,-4.608,0.182,143.836,0.349,8.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Alternative Hip-Hop
2OVo7I9IuGruvsOj83jvtQ,Moss,43.0,185.0,59MDSNIYoOY0WRYuodzJPD,2023-10-20,171470.0,0.106,0.716,0.746,0.781,0.222,-7.589,0.113,136.003,0.425,8.0,1.0,3.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Deep House Relax
6Ser4pIAKEoXok7eDJPRK7,The Devil I Know,54.0,184.0,371jpyGdoChzUASOIG2ECV,2023-09-08,187880.0,0.0861,0.536,0.672,0.0,0.11,-5.195,0.0437,168.184,0.607,2.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Country Rocks
2xfL7Mx5AqbWP0YcwxlcI7,Now We Are Free,44.0,185.0,"6IPtgWMGTP1ZVcfMeo0XlO, 1t65YxEAtU3iii6bCzSGF8, 1yoZuH2j43vVSWsOwYuQyn, 7iVuXpgNEl87BwdwV1L6he",2024-04-05,306693.0,0.000341,0.555,0.954,0.00477,0.337,-3.614,0.108,129.992,0.186,6.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03",Trance Mission
2D3JfPyY2LkzXgNOb7qziR,red (feat. Morgan Wallen),72.0,185.0,"5QNm7E7RU2m64l6Gliu8Oy, 4oUHIQIBe0LHzYfvXNW4QM",2023-01-20,205767.0,0.0305,0.582,0.878,0.0,0.0791,-4.564,0.0404,140.03,0.581,11.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03","Daily Lift, Chillin' on a Dirt Road"
302izEeCgAxrLEpnXM4nNP,Futuro,44.0,182.0,"5B9q1NRokzWYB7nSgnlHyv, 1yoZuH2j43vVSWsOwYuQyn",2023-07-07,175066.0,0.0673,0.565,0.929,0.926,0.2,-6.307,0.0432,130.026,0.283,2.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03","Trance Mission, Night Rider"
5uubpHWcBAXoPSoBXY45vW,Feel The Vibe,49.0,185.0,"3qnMl4DHT4gndzFAcG4FlM, 4AT7XlLBevgZIiKvZQ83ye, 39Oq22GIYJKzgCbCDbOnRl",2024-04-12,202374.0,0.0389,0.641,0.968,2.78e-05,0.189,-0.865,0.149,145.063,0.3,10.0,0.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03","New Dance Pop, Dubstep Don"
785ZRMI26hpfunah6gxfvE,"All Come Together (feat. Chuck Jones, Keb' Mo', Heidi Newfield, John Oates, Mike Farris, Casey James, Collin Raye & John Cowan)",18.0,171.0,"1DrMQf4lo9obpbAUAlZ3NL, 6zVTYdMy6fXfrlyX3d04EU, 6iDaoPZVgxrTkndDCisX8F, 6Jb5H8o9T7c4C13vLFpyPY, 4TjR4K8rD5CqqqU59V6aGr, 2lGlFTygMMk37JsYm8a46o, 0AAUWYwZqrnuwkjMCO5OX7, 4AwLiAGc1rRLrCepj5rdTI, 6aOabUkAto0WT1xZ5qLBZY",2017-09-21,226523.0,0.273,0.672,0.726,4.47e-05,0.331,-4.279,0.0273,95.995,0.499,7.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-06",New Traditions Country Heroes
6RcWdxxvdKiEByaJM3WEny,Oughta Miss Me by Now,25.0,2.0,2cNV8vNe2fPFf6OfGOBbSS,2016-07-08,217040.0,0.0391,0.55,0.781,1.19e-05,0.364,-5.536,0.0283,115.95,0.493,9.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-06",New Traditions Country Heroes
7IhQxfKt1rWvPSpWJcIpIk,Not A Dry Eye In The House,11.0,185.0,"0i9f82nIFjrLnnsf2YX3vY, 5W5bDNCqJ1jbCgTxDD0Cb3",2020-07-06,227142.0,0.157,0.288,0.535,0.0156,0.184,-7.737,0.0308,69.687,0.424,0.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-06","New Traditions Country Heroes, Indigo"
2pDe6RYFsS998K9u4OQKcy,That's What Makes The World Go Around,47.0,185.0,"3BJX1nYizKvWpZTY5HOAr4, 5W5bDNCqJ1jbCgTxDD0Cb3",2024-01-01,197861.0,0.727,0.656,0.563,0.0386,0.107,-7.084,0.0282,121.928,0.714,4.0,1.0,4.0,4.0,"2024-04-26, 2024-04-12, 2024-05-06, 2024-05-03","New Traditions Country Heroes, Indigo"
38hxhxzCWO8ffzhdY57pBM,Turning Onto You - HNNY Remix,53.0,185.0,"21egYD1eInY6bGFcniCRT1, 6Yae9Ia1nq6JLLojBzwN1r",2023-09-15,210013.0,0.282,0.686,0.525,0.000417,0.0531,-6.343,0.0321,89.992,0.622,11.0,1.0,4.0,3.0,"2024-04-26, 2024-04-15, 2024-04-16","Dinner with Friends, Good Vibes"
6ECwimRuwOxwQv5VXoN5Mt,Doin' Time,56.0,184.0,00FQb4jTyendYWaN8pK0wa,2019-05-17,201996.0,0.342,0.622,0.693,0.000708,0.0876,-5.812,0.0434,144.936,0.446,7.0,0.0,4.0,3.0,"2024-04-26, 2024-04-15, 2024-04-16",Good Vibes
7vggqxNKwd6xdRoYS0pQtM,Three Little Birds,72.0,172.0,2QsynagSdAqZj3U9HgDzjD,2002-01-01,180440.0,0.00956,0.825,0.494,5.82e-06,0.0361,-10.486,0.0699,74.103,0.627,9.0,1.0,4.0,3.0,"2024-04-26, 2024-04-15, 2024-04-16","One Love, Good Vibes"
5hFVuHDVUqR9FvVnHFoLLo,Sunset,55.0,185.0,2kCO8LXN1usaOPL3iEE28I,2023-10-20,193280.0,0.185,0.736,0.818,0.00284,0.404,-5.919,0.0614,98.044,0.863,2.0,1.0,4.0,3.0,"2024-04-26, 2024-04-15, 2024-04-16",Good Vibes
